layout_tilev1: .word 16, 16
.byte 199,0,0,0,0,0,0,199,199,0,0,0,0,0,0,199,
0,199,199,0,0,0,199,5,5,199,0,0,0,199,199,0,
0,0,199,199,0,199,199,6,4,199,199,0,199,199,0,0,
0,0,0,199,135,135,4,6,7,3,199,199,199,0,0,0,
0,0,0,199,135,6,6,5,4,5,2,199,199,0,0,0,
0,0,199,199,5,7,6,4,5,6,6,4,135,199,0,0,
0,199,199,5,6,7,5,6,3,5,4,7,5,199,199,0,
199,4,6,6,6,6,3,4,6,7,4,6,6,7,4,199,
199,6,5,7,5,4,7,6,5,6,2,5,3,5,4,199,
0,199,199,4,6,3,6,7,3,5,4,7,3,199,199,0,
0,0,199,199,3,5,4,4,5,5,6,4,199,199,0,0,
0,0,0,199,199,2,5,4,4,5,3,135,199,0,0,0,
0,0,0,199,199,199,5,7,5,2,199,199,199,0,0,0,
0,0,199,199,0,199,199,6,5,199,199,0,199,199,0,0,
0,199,199,0,0,0,199,4,3,199,0,0,0,199,199,0,
199,0,0,0,0,0,0,199,199,0,0,0,0,0,0,199,


